conflict_id,dyad_id,org,side_a_name,side_a_name_fulltext,side_a_name_mothertongue,side_a_id,side_a_components,side_a_2nd,gwno_a_2nd,side_b_name,side_b_name_fulltext,side_b_name_mothertongue,side_b_id,side_b_components,side_b_2nd,gwno_b_2nd,ext_troop_supp,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,year,best_fatality_estimate,low_fatality_estimate,high_fatality_estimate,location,gwno_location,region,version
13749,14819,3,Bakonzo,,Bakonzo,5904,,,,Bamba,,Bamba,6496,,,,0,2016-02-27,1,2016-04-30,5,1,2016-04-30,,2016,30,30,30,Uganda,500,4,19.1
13760,14833,1,FPRC,,ex-Seleka,4007,,,,UPC (Ali Darass Fulani supporters),,Union pour la Paix en Centrafrique ,5999,,,,0,2016-12-23,1,2017-03-30,1,1,2017-03-30,,2017,33,33,33,Central African Republic,482,4,19.1
13786,14876,1,"Ahrar al-Sham, Jabhat Fateh al-Sham, Southern Front",,"Harakat Ahrar al-Sham al-Islamiyya, Jabhat Fateh al-Sham, Southern Front",6532,"5554, 1170, 6333",,,IS,,al-Dawla al-Islamiyya,234,,,,0,2015-12-03,1,2016-03-11,1,0,,,2016,223,221,223,Syria,652,2,19.1
13786,14876,1,"Ahrar al-Sham, Jabhat Fateh al-Sham, Southern Front",,"Harakat Ahrar al-Sham al-Islamiyya, Jabhat Fateh al-Sham, Southern Front",6532,"5554, 1170, 6333",,,IS,,al-Dawla al-Islamiyya,234,,,,0,2015-12-03,1,2016-03-11,1,1,2017-01-27,,2017,33,33,33,Syria,652,2,19.1
13796,14892,1,IS,,Jama’at Al-Tawhid wa Al-Jihad,234,,,,NSA,,Jaysh Suriyah al-Jadid,6553,,"Government of United Kingdom, Government of United States of America","200, 2",1,2016-02-11,1,2016-12-10,1,1,2016-12-10,,2016,25,25,25,Syria,652,2,19.1
13798,14896,1,Ahrar al-Sham,,Ahrar al-Sham,5554,,,,Liwa al-Aqsa,,Liwa al-Aqsa,6037,,,,0,2016-01-08,1,2016-10-10,1,1,2016-12-29,,2016,40,40,43,Syria,652,2,19.1
13801,14901,1,Mare' Operations Room,,"101st Infantry Division, al-Jabha al-Shamiya, Faylaq Al-Sham, Fistaqim Kama Umirat, Liwa Ahrar Souriya, Liwa al-Sultan Murad, Liwa Fursan al-Haqq, Liwa' muetasim, Liwa’ Suqour al-Jabalâ€Ž",6564,"6438, 6560, 6372, 6562, 6431, 6439, 6440, 6422, 6404",,,IS,,al-Dawla al-Islamiyya,234,,,,0,2015-01-05,1,2015-04-07,1,0,,,2015,227,226,227,Syria,652,2,19.1
13801,14901,1,Mare' Operations Room,,"101st Infantry Division, al-Jabha al-Shamiya, Faylaq Al-Sham, Fistaqim Kama Umirat, Liwa Ahrar Souriya, Liwa al-Sultan Murad, Liwa Fursan al-Haqq, Liwa' muetasim, Liwa’ Suqour al-Jabalâ€Ž",6564,"6438, 6560, 6372, 6562, 6431, 6439, 6440, 6422, 6404",,,IS,,al-Dawla al-Islamiyya,234,,,,0,2015-01-05,1,2015-04-07,1,1,2016-03-25,,2016,56,56,59,Syria,652,2,19.1
13802,14902,1,"Fatah Halab, Jabhat Fateh al-Sham",,"Al-Fawj al-Awl, al-Jabha al-Shamiya, Fistaqim Kama Umirat, Harakat Ahrar al-Sham al-Islamiyya, Harakat Mujahidi al-Islam, Jabhat al-Asala wal Tanmiya, Jabhat Fateh al-Sham, Jama'at, Jaysh al-Islam, Jaysh al-Mujahideen, Jaysh al-Sunna, Kataib Fajr al-Khilafa",6495,"5554, 6377, 6393, 6430, 6424, 6423, 6383, 6372, 6431, 1170, 6421, 6012",,,SDF,,Syrian Democratic Forces,6288,,,,0,2015-11-27,1,2015-11-30,1,0,,,2015,47,47,47,Syria,652,2,19.1
13802,14902,1,"Fatah Halab, Jabhat Fateh al-Sham",,"Al-Fawj al-Awl, al-Jabha al-Shamiya, Fistaqim Kama Umirat, Harakat Ahrar al-Sham al-Islamiyya, Harakat Mujahidi al-Islam, Jabhat al-Asala wal Tanmiya, Jabhat Fateh al-Sham, Jama'at, Jaysh al-Islam, Jaysh al-Mujahideen, Jaysh al-Sunna, Kataib Fajr al-Khilafa",6495,"5554, 6377, 6393, 6430, 6424, 6423, 6383, 6372, 6431, 1170, 6421, 6012",,,SDF,,Syrian Democratic Forces,6288,,,,0,2015-11-27,1,2015-11-30,1,1,2016-04-06,,2016,74,74,74,Syria,652,2,19.1
13808,14908,1,"Ahrar al-Sham, Furqan Brigades, Jabhat Fateh al-Sham, Jaysh al-Islam, Yarmouk Army",,"Alwiya al-Furqan, Harakat Ahrar al-Sham al-Islamiyya, Jabhat Fateh al-Sham, Jaish al-Yarmouk, Jaysh al-Islam",6572,"5554, 6520, 6377, 1170, 6437",,,Jaysh al-Jihad (Saraya al- Jihad),,Jaysh al-Jihad,6302,,,,0,2015-04-27,1,2015-04-28,1,1,2015-05-06,,2015,70,70,70,Syria,652,2,19.1
13810,14909,1,Los Zetas - Jorge Ivan Hernandez Cantu faction,,Los Zetas - Jorge Ivan Hernandez Cantu faction,6573,,,,Los Zetas - Juan Pedro Salvador Saldivar Farias faction,,Los Zetas - Juan Pedro Salvador Saldivar Farias faction,6574,,,,0,2016-02-11,2,2016-02-11,2,1,2016-02-11,,2016,48,48,48,Mexico,70,5,19.1
13824,14933,1,Bloque Central Bolívar,,Central Bolivar Bloc,6506,,,,"ELN, FARC",,"Ejército de Liberación Nacional, Fuerzas armadas revolucionarias colombianas",5631,"744, 743",,,0,2003-12-30,1,2003-12-30,1,1,2003-12-30,,2003,40,40,40,Colombia,100,5,19.1
13832,14943,1,Hawar Kilis Operations Room,,"al-Jabha al-Shamiya, Faylaq Al-Sham, Fistaqim Kama Umirat, Free Idlib Army, Hamza Division, Kita'ib al-Safwat al-Islamiya, Liberation Army, Liwa al-Sultan Murad, Liwa' muetasim",6599,"6597, 6598, 6372, 6562, 6431, 6450, 6563, 6422, 6404",Government of United States of America,2,IS,,al-Dawla al-Islamiyya,234,,,,1,2016-04-07,1,2016-04-26,1,0,,,2016,560,556,570,Syria,652,2,19.1
13832,14943,1,Hawar Kilis Operations Room,,"al-Jabha al-Shamiya, Faylaq Al-Sham, Fistaqim Kama Umirat, Free Idlib Army, Hamza Division, Kita'ib al-Safwat al-Islamiya, Liberation Army, Liwa al-Sultan Murad, Liwa' muetasim",6599,"6597, 6598, 6372, 6562, 6431, 6450, 6563, 6422, 6404",,,IS,,al-Dawla al-Islamiyya,234,,,,0,2016-04-07,1,2016-04-26,1,1,2017-12-11,,2017,250,250,303,Syria,652,2,19.1
13833,14944,1,Hawar Kilis Operations Room,,"al-Jabha al-Shamiya, Faylaq Al-Sham, Fistaqim Kama Umirat, Free Idlib Army, Hamza Division, Kita'ib al-Safwat al-Islamiya, Liberation Army, Liwa al-Sultan Murad, Liwa' muetasim",6599,"6597, 6598, 6372, 6562, 6431, 6450, 6563, 6422, 6404",Government of Turkey,640,SDF,,Syrian Democratic Forces,6288,,,,1,2016-08-22,1,2016-10-20,2,0,,,2016,162,162,175,Syria,652,2,19.1
13833,14944,1,Hawar Kilis Operations Room,,"al-Jabha al-Shamiya, Faylaq Al-Sham, Fistaqim Kama Umirat, Free Idlib Army, Hamza Division, Kita'ib al-Safwat al-Islamiya, Liberation Army, Liwa al-Sultan Murad, Liwa' muetasim",6599,"6597, 6598, 6372, 6562, 6431, 6450, 6563, 6422, 6404",Government of Turkey,640,SDF,,Syrian Democratic Forces,6288,,,,1,2016-08-22,1,2016-10-20,2,0,,,2017,332,331,348,Syria,652,2,19.1
13833,14944,1,Hawar Kilis Operations Room,,"al-Jabha al-Shamiya, Faylaq Al-Sham, Fistaqim Kama Umirat, Free Idlib Army, Hamza Division, Kita'ib al-Safwat al-Islamiya, Liberation Army, Liwa al-Sultan Murad, Liwa' muetasim",6599,"6597, 6598, 6372, 6562, 6431, 6450, 6563, 6422, 6404",Government of Turkey,640,SDF,,Syrian Democratic Forces,6288,,,,1,2016-08-22,1,2016-10-20,2,0,,,2018,2657,1591,2874,Syria,652,2,19.1
13837,14948,1,"Jaysh al-Islam, Jaysh Asoud al-Sharqiya, Martyr Lieutenant Ahmed Abdou Brigades, Rahman Corps",,"Faylaq Al-Rahman, Jaysh al-Islam, Jaysh Asoud al-Sharqiya, Quwwat al-Shaheed Ahmad al-Abdo",6600,"6392, 6391, 6377, 6394",,,Tahrir al- Sham Army,,Tahrir al- Sham Army,6306,,,,0,2016-01-10,1,2016-02-09,1,1,2016-11-09,,2016,100,100,101,Syria,652,2,19.1
13841,14955,1,IS,,Jama’at Al-Tawhid wa Al-Jihad,234,,,,Jaysh al-Asha’er,,Jaysh al-Asha’er,6605,,,,0,2017-01-21,1,2017-05-15,1,1,2017-05-22,,2017,29,29,32,Syria,652,2,19.1
13842,14957,3,Awlad Omran clan (Misseriya),,,991,,,,Awlad Serur clan (Misseriya) ,,Awlad Serur clan (Misseriya) ,4204,,,,0,2016-09-07,1,2016-09-07,1,1,2016-09-07,,2016,43,43,43,Sudan,625,4,19.1
13863,14992,3,Panyar Dinka,,Panyar Dinka,6632,,,,Waat Dinka,,Waat Dinka,1939,,,,0,2014-03-19,1,2016-01-06,2,1,2016-01-06,,2016,62,62,62,South Sudan,626,4,19.1
13864,14993,3,"Panyar Dinka, Rek Dinka",,"Panyar Dinka, Rek Dinka",6633,"6632, 1097",,,Waat Dinka,,Waat Dinka,1939,,,,0,2016-02-29,3,2016-02-29,3,1,2016-02-29,,2016,86,86,86,South Sudan,626,4,19.1
13879,15018,3,Ikot-Offiong community,,Ikot-Offiong community,6659,,,,Oku Iboku community,,Oku Iboku community,6660,,,,0,2016-12-29,2,2017-02-11,2,1,2017-04-30,,2017,37,25,99,Nigeria,475,4,19.1
13888,15028,3,Fulani,,Fulani,607,,,,"Koulango , Lobi, Malinké",,,6664,"1304, 1306, 1139",,,0,2016-03-25,2,2016-03-25,2,1,2016-03-25,,2016,33,33,33,Ivory Coast,437,4,19.1
13912,15059,1,"APCLS, FDLR, Nyatura Love",,"Alliance des patriotes pour un Congo libre et souverain, Forces démocratiques de libération du Rwanda, Nyatura - John Love",6585,"528, 1200, 6885",,,"Mayi Mayi Mazembe, NDC-R",,"Maï Maï Mazembe, Nduma Défense du Congo - Rénové ",6683,"6587, 6491",,,0,2016-07-14,3,2016-07-14,3,1,2016-07-14,,2016,73,73,73,DR Congo (Zaire),490,4,19.1
13914,15062,3,Maban,,Maban,6686,,,,Uduk,,Uduk,6685,,,,0,2016-06-30,3,2016-12-26,2,1,2016-12-26,,2016,48,48,86,South Sudan,626,4,19.1
13920,15072,3,Mahadi,,Mahadi,6695,,,,Rizeigat Abbala,,Rizeigat Abbala,676,,,,0,2016-04-26,1,2016-06-22,1,1,2016-06-22,,2016,26,26,26,Sudan,625,4,19.1
13924,15076,1,SDB,,Saraya Difaa al-Bengazhi,6698,,,,Forces of the House of Representatives,,,5802,,,,0,2016-06-18,1,2016-07-20,2,0,,,2016,58,50,68,Libya,620,4,19.1
13924,15076,1,SDB,,Saraya Difaa al-Bengazhi,6698,,,,Forces of the House of Representatives,,,5802,,,,0,2016-06-18,1,2016-07-20,2,1,2017-06-05,,2017,175,87,175,Libya,620,4,19.1
13928,15081,1,SRF,,Al-Jabhat Al-Thawriyat Al-Sudan,1162,,,,Subol Al-Salam Brigade,,,6701,,,,0,2016-02-04,1,2016-02-05,1,1,2016-10-20,,2016,44,44,44,Libya,620,4,19.1
13933,15086,1,"Ahrar al-Sham, FSA, Jabhat Fateh al-Sham, Jaysh al-Islam",,"Harakat Ahrar al-Sham al-Islamiyya, Jabhat Fateh al-Sham, Jaysh al-Islam, n/a",6702,"5554, 6377, 1170, 1130",,,IS,,al-Dawla al-Islamiyya,234,,,,0,2016-01-06,1,2016-02-20,1,0,,,2016,110,110,113,Syria,652,2,19.1
13933,15086,1,"Ahrar al-Sham, FSA, Jabhat Fateh al-Sham, Jaysh al-Islam",,"Harakat Ahrar al-Sham al-Islamiyya, Jabhat Fateh al-Sham, Jaysh al-Islam, n/a",6702,"5554, 6377, 1170, 1130",,,IS,,al-Dawla al-Islamiyya,234,,,,0,2016-01-06,1,2016-02-20,1,1,2017-02-14,,2017,32,32,32,Syria,652,2,19.1
13935,15089,1,"Ahrar al-Sham, Jabhat Fateh al-Sham",,"Harakat Ahrar al-Sham al-Islamiyya, Jabhat Fateh al-Sham",6389,"5554, 1170",,,SDF,,Syrian Democratic Forces,6288,,,,0,2016-01-01,1,2016-02-15,1,1,2016-02-20,,2016,44,44,84,Syria,652,2,19.1
13937,15090,1,BLA,,n/a,287,,,,UBA,,United Baloch Army,3192,,,,0,2015-06-30,1,2015-06-30,1,1,2015-06-30,,2015,26,26,26,Pakistan,770,3,19.1
13940,15093,1,Jalisco Cartel New Generation,,Cártel de Jalisco Nueva Generación,1151,,,,La Nueva Familia,,La Nueva Familia,6704,,,,0,2016-12-25,1,2017-09-13,2,0,,,2017,46,45,826,Mexico,70,5,19.1
13940,15093,1,Jalisco Cartel New Generation,,Cártel de Jalisco Nueva Generación,1151,,,,La Nueva Familia,,La Nueva Familia,6704,,,,0,2016-12-25,1,2017-09-13,2,0,,,2018,35,35,41,Mexico,70,5,19.1
13948,15103,1,"Ahrar al-Sham, Jabhat Fateh al-Sham, Jaysh al-Islam",,"Harakat Ahrar al-Sham al-Islamiyya, Jabhat Fateh al-Sham, Jaysh al-Islam",6713,"5554, 6377, 1170",,,LAFA,,Liwa Abu al-Fadl al-Abbas,5556,,,,0,2014-01-15,1,2014-02-24,1,1,2014-02-25,,2014,33,33,33,Syria,652,2,19.1
13950,15105,1,Eastern Ghouta Unified Military Command,,,6410,"6391, 5554, 6377, 6228",,,IS,,al-Dawla al-Islamiyya,234,,,,0,2015-08-15,1,2015-08-30,1,1,2015-12-26,,2015,68,68,68,Syria,652,2,19.1
13951,15106,1,"Ahrar al-Sham, Jabhat Fateh al-Sham, Jaysh al-Islam",,"Harakat Ahrar al-Sham al-Islamiyya, Jabhat Fateh al-Sham, Jaysh al-Islam",6713,"5554, 6377, 1170",,,Hezbollah,,Hezbollah,366,,,,0,2014-02-24,1,2014-03-09,1,1,2014-03-09,,2014,30,30,30,Syria,652,2,19.1
13961,15125,3,"Chokwe, Pende",,"Chokwe, Pende",7087,"6732, 7086",,,"Baluba, Lulua",,"Baluba, Lulua",7088,"6731, 4383",,,0,2017-04-19,1,2017-04-25,3,1,2017-04-25,,2017,58,58,58,DR Congo (Zaire),490,4,19.1
13963,15127,3,Hamar,,Hamar,1080,,,,Kababish,,Kababish,1948,,,,0,2017-04-02,2,2017-04-02,2,1,2017-04-02,,2017,53,53,54,Sudan,625,4,19.1
13971,15141,1,FDN,,Família do Norte,6743,,,,PCC,,Primeiro Comando da Capital,3176,,,,0,2016-10-16,1,2017-01-02,2,1,2017-12-12,,2017,99,99,103,Brazil,140,5,19.1
13975,15145,1,NDC-R,,Nduma Défense du Congo - Rénové ,6491,,,,Mayi Mayi Mazembe,,Maï Maï Mazembe,6587,,,,0,2017-06-25,1,2017-07-17,1,1,2017-12-24,,2017,141,141,144,DR Congo (Zaire),490,4,19.1
13984,15157,3,Wanhihem community,,Wanhihem community,6765,,,,Wanikade community,,Wanikade community,6766,,,,0,2017-07-03,2,2017-07-03,2,1,2017-07-03,,2017,150,150,150,Nigeria,475,4,19.1
13985,15158,3,Fulani,,Fulani,607,,,,Kadara,,Kadara,6767,,,,0,2017-07-15,2,2017-07-18,2,1,2017-07-18,,2017,37,37,37,Nigeria,475,4,19.1
13988,15162,1,Dozos (Mali),,Dozos (Mali),6769,,,,JNIM,,Jamaat Nusrat al-Islam wal-Muslimin,6716,,,,0,2017-03-22,1,2018-05-05,1,0,,,2018,38,38,41,Mali,432,4,19.1
14000,15177,1,anti-Balaka,,anti-Balaka,4201,,,,MPC,,Mouvement patriotique de Centrafrique,6354,,,,0,2017-02-14,1,2017-08-02,2,0,,,2017,79,77,80,Central African Republic,482,4,19.1
14003,15181,3,Meitei,,Meitei,2907,,,,Pangal,,Pangal,6779,,,,0,1993-05-03,1,1993-05-03,1,1,1993-05-06,,1993,129,129,144,India,750,3,19.1
14067,15193,1,SPLM/A-North,,n/a,1123,,,,SPLM/A-North - MA faction,,SPLM/A-North - Malik Aggar faction,6792,,,,0,2017-08-13,1,2017-08-13,1,1,2017-08-13,,2017,37,27,37,Sudan,625,4,19.1
14068,15196,3,Aliap Dinka ,,Aliap Dinka ,1008,,,,Atuot Dinka,,Atuot Dinka,1092,,,,0,2017-06-23,2,2017-06-23,2,1,2017-06-23,,2017,30,30,30,South Sudan,626,4,19.1
14072,15201,3,Bahararsame subclan of Dhulbahante clan (Darod),,,6798,,,,Qayaad subclan of Dhulbahante clan (Darod),,Qayaad subclan of Dhulbahante clan (Darod),6799,,,,0,2016-06-04,2,2016-06-17,3,1,2016-06-30,,2016,41,41,80,Somalia,520,4,19.1
14072,15201,3,Bahararsame subclan of Dhulbahante clan (Darod),,,6798,,,,Qayaad subclan of Dhulbahante clan (Darod),,Qayaad subclan of Dhulbahante clan (Darod),6799,,,,0,2016-06-04,2,2018-10-23,2,0,,,2018,72,72,140,Somalia,520,4,19.1
14073,15202,1,Al-Shabaab,,n/a,717,,,,Aaro Aaro,,Aaro Aaro,4322,,,,0,2017-08-09,1,2017-08-09,1,1,2017-12-15,,2017,39,39,39,Somalia,520,4,19.1
14076,15205,3,Daoussak (Touareg),,Daoussak (Touareg),6503,,,,Fulani,,Fulani,607,,,,0,2017-07-11,1,2018-12-24,1,0,,,2018,26,26,26,Niger,436,4,19.1
14081,15211,1,Comités locaux de vigilance,,Comités locaux de vigilance,6634,,,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1051,,,,0,2016-12-24,2,2017-03-16,1,1,2017-12-03,,2017,62,62,63,Cameroon,471,4,19.1
14083,15214,3,Fulani,,Fulani,607,,,,Irigwe,,Irigwe,6805,,,,0,2010-12-03,1,2017-10-15,1,0,,,2017,64,64,64,Nigeria,475,4,19.1
14083,15214,3,Fulani,,Fulani,607,,,,Irigwe,,Irigwe,6805,,,,0,2010-12-03,1,2017-10-15,1,0,,,2018,152,137,158,Nigeria,475,4,19.1
14089,15227,1,3R,,"Retour, Réclamation, Réhabilitation",6641,,,,anti-Balaka,,anti-Balaka,4201,,,,0,2016-11-20,5,2017-06-06,1,1,2017-11-26,,2017,54,51,98,Central African Republic,482,4,19.1
14090,15228,1,"anti-Balaka, FPRC-AK",,"anti-Balaka, FPRC Azor Khalit faction",7000,"6816, 4201",,,FPRC,,Front populaire pour la renaissance de centrafrique,4007,,,,0,2017-05-15,1,2017-05-17,1,1,2017-12-10,,2017,367,360,403,Central African Republic,482,4,19.1
14095,15239,1,Ahrar al-Sham,,Ahrar al-Sham,5554,,,,Tahrir al-Sham,,Tahrir al-Sham,6815,,,,0,2017-01-28,1,2017-06-24,1,1,2017-11-17,,2017,183,183,214,Syria,652,2,19.1
14096,15240,1,Jaysh al-Islam,,Liwa al-Islam,6377,,,,"Rahman Corps, Tahrir al-Sham",,,6825,"6391, 6815",,,0,2017-04-28,1,2017-04-28,1,1,2017-09-11,,2017,210,210,211,Syria,652,2,19.1
14097,15241,1,IS,,Jama’at Al-Tawhid wa Al-Jihad,234,,,,Tahrir al-Sham,,Tahrir al-Sham,6815,,,,0,2014-08-20,1,2017-05-21,1,0,,,2017,595,595,596,Syria,652,2,19.1
14097,15241,1,IS,,Jama’at Al-Tawhid wa Al-Jihad,234,,,,Tahrir al-Sham,,Tahrir al-Sham,6815,,,,0,2014-08-20,1,2017-05-21,1,0,,,2018,203,203,254,Syria,652,2,19.1
14109,15255,1,"GATIA, MSA",,"Mouvement du Salut de l’Azawad, The Self-defence Group of Imghad Touareg and its Allies",6837,"5880, 6836",,,IS,,al-Dawla al-Islamiyya,234,,,,0,2017-07-16,2,2017-07-16,2,0,,,2017,36,36,66,Mali,432,4,19.1
14109,15255,1,"GATIA, MSA",,"Mouvement du Salut de l’Azawad, The Self-defence Group of Imghad Touareg and its Allies",6837,"5880, 6836",,,IS,,al-Dawla al-Islamiyya,234,,,,0,2017-07-16,2,2017-07-16,2,0,,,2018,78,78,114,"Niger, Mali","436, 432",4,19.1
14110,15256,1,IS,,Jama’at Al-Tawhid wa Al-Jihad,234,,,,MSA,,Mouvement du Salut de l’Azawad,6836,,,,0,2017-09-25,1,2017-10-15,1,0,,,2017,27,27,27,Mali,432,4,19.1
14110,15256,1,IS,,Jama’at Al-Tawhid wa Al-Jihad,234,,,,MSA,,Mouvement du Salut de l’Azawad,6836,,,,0,2017-09-25,1,2017-10-15,1,0,,,2018,32,32,60,"Mali, Niger","432, 436",4,19.1
14124,15273,1,Nour al-Din al-Zenki,,Nour al-Din al-Zenki,6434,,,,Tahrir al-Sham,,Tahrir al-Sham,6815,,,,0,2017-08-31,1,2017-11-11,1,1,2017-11-14,,2017,46,46,47,Syria,652,2,19.1
14127,15279,1,Liwa al-Aqsa,,Jund al-Aqsa,6037,,,,Tahrir al-Sham,,Tahrir al-Sham,6815,,,,0,2017-02-13,1,2017-02-13,1,1,2017-10-06,,2017,346,339,360,Syria,652,2,19.1
14134,15288,3,Bwatiye,,Bwatiye,3103,,,,Fulani,,Fulani,607,,,,0,2012-06-10,1,2016-01-24,1,0,,,2016,58,58,63,Nigeria,475,4,19.1
14134,15288,3,Bwatiye,,Bwatiye,3103,,,,Fulani,,Fulani,607,,,,0,2012-06-10,1,2016-01-24,1,0,,,2017,142,142,142,Nigeria,475,4,19.1
14134,15288,3,Bwatiye,,Bwatiye,3103,,,,Fulani,,Fulani,607,,,,0,2012-06-10,1,2016-01-24,1,0,,,2018,133,111,174,Nigeria,475,4,19.1
14137,15291,1,Hezbollah,,Hezbollah,366,,,,Tahrir al-Sham,,Tahrir al-Sham,6815,,,,0,2017-07-22,1,2017-07-26,1,1,2017-07-26,,2017,190,190,190,Lebanon,660,2,19.1
14141,15295,1,IS,,Jama’at Al-Tawhid wa Al-Jihad,234,,,,"Saraya Ahl al-Sham, Tahrir al-Sham",,,6866,"6862, 6815",,,0,2017-05-27,1,2017-05-27,1,1,2017-05-27,,2017,33,33,33,Lebanon,660,2,19.1
14167,15335,3,Pakam Dinka,,Pakam Dinka,6341,,,,Rup Dinka,,Rup Dinka,6343,,,,0,2017-12-08,2,2017-12-08,2,1,2017-12-08,,2017,172,172,172,South Sudan,626,4,19.1
14174,15344,1,National Salvation Front,,National Salvation Front,6794,,,,SPLM/A In Opposition,,,4226,,,,0,2017-10-18,1,2018-10-28,1,0,,,2018,51,51,51,South Sudan,626,4,19.1
14183,15361,1,CNRD,, Conseil national pour le renouveau et la démocratie-Ubwiyunge,6684,,,,Groupe de Sécurité (Nyatura Kasongo),,Groupe de Sécurité,4314,,,,0,2017-04-28,2,2017-04-28,2,1,2017-12-31,,2017,92,92,92,DR Congo (Zaire),490,4,19.1
14216,15401,3,Ingessana,,,6929,,,,Uduk,,Uduk,6685,,,,0,2017-05-22,1,2017-05-28,2,1,2017-05-28,,2017,52,52,52,"Sudan, South Sudan","625, 626",4,19.1
14217,15402,1,MNLC,,Mouvement patriotique pour la Centrafrique branch of General Bahar,6930,,,,RJ,,Justice Revolution,5544,,,,0,2017-12-31,2,2018-01-16,3,0,,,2018,69,69,69,Central African Republic,482,4,19.1
14224,15409,1,PCC,,Primeiro Comando da Capital,3176,,,,Sindicato RN,,Sindicato do Crime do Rio Grande do Norte,6936,,,,0,2015-06-10,1,2017-01-14,1,1,2017-03-11,,2017,36,36,36,Brazil,140,5,19.1
14229,15417,3,Ayiel Dinka,,,6943,,,,Waat Dinka,,Waat Dinka,1939,,,,0,2017-08-07,2,2017-08-07,2,1,2017-08-07,,2017,44,44,44,South Sudan,626,4,19.1
14234,15422,1,"Anas al-Dabbashi Brigade, Brigade 48",,", Anas al-Dabbashi Brigade",6955,"6810, 6954",,,"Operations Room Combating Daesh, Shuhada al-Wadi militia",,", ",6842,"6812, 6841",,,0,2017-09-19,2,2017-09-29,3,1,2017-10-06,,2017,43,43,43,Libya,620,4,19.1
14237,15425,3,"Bambuti, Batwa",,,6960,"2398, 6942",,,Batabwa,,Batabwa,6756,,,,0,2017-01-14,2,2017-02-05,1,1,2017-02-05,,2017,27,27,27,DR Congo (Zaire),490,4,19.1
14241,15432,1,"Anti-Balaka - Mokom, FPRC, MPC, RPRC",,"Anti-Balaka - Maxime Mokom, Front populaire pour la renaissance de centrafrique, Mouvement patriotique de Centrafrique, Rassemblement pour la reconciliation des Centrafricains",6968,"6845, 4007, 6354, 6000",,,UPC (Ali Darass Fulani supporters),,Union pour la Paix en Centrafrique ,5999,,,,0,2016-11-23,2,2016-11-23,2,0,,,2016,147,147,147,Central African Republic,482,4,19.1
14241,15432,1,"Anti-Balaka - Mokom, FPRC, MPC, RPRC",,"Anti-Balaka - Maxime Mokom, Front populaire pour la renaissance de centrafrique, Mouvement patriotique de Centrafrique, Rassemblement pour la reconciliation des Centrafricains",6968,"6845, 4007, 6354, 6000",,,UPC (Ali Darass Fulani supporters),,Union pour la Paix en Centrafrique ,5999,,,,0,2016-11-23,2,2016-11-23,2,1,2017-05-07,,2017,30,30,30,Central African Republic,482,4,19.1
14258,15453,1,anti-Balaka,,anti-Balaka,4201,,,,Peuhl militia (Zemio),,Peuhl militia (Zemio),6982,,,,0,2017-06-01,1,2017-06-30,2,1,2017-10-31,,2017,62,62,70,Central African Republic,482,4,19.1
14264,15462,3,Arab Brabich ,,Arab Brabich ,4171,,,,Idnan (Touareg),,Idnan (Touareg),1568,,,,0,2013-08-15,1,2013-08-20,1,1,2013-08-20,,2013,27,27,27,Algeria,615,4,19.1
14285,15489,1,Comando Vermelho,,Comando Vermelho,772,,,,GDE,,GuardiÃµes do Estado,7014,,,,0,2017-05-11,1,2017-05-13,1,0,,,2017,174,174,174,Brazil,140,5,19.1
14285,15489,1,Comando Vermelho,,Comando Vermelho,772,,,,GDE,,GuardiÃµes do Estado,7014,,,,0,2017-05-11,1,2017-05-13,1,0,,,2018,428,428,537,Brazil,140,5,19.1
14289,15497,1,CMC,,Collectif des mouvements pour le changement,6920,,,,Mayi Mayi Mazembe,,Maï Maï Mazembe,6587,,,,0,2018-02-25,1,2018-02-27,1,0,,,2018,25,25,30,DR Congo (Zaire),490,4,19.1
14305,15518,3,Jalwau Dinka,,Jalwau Dinka,7034,,,,Thiyic Dinka,,Thiyic Dinka,1138,,,,0,2017-12-17,2,2017-12-17,2,0,,,2017,43,43,43,South Sudan,626,4,19.1
14305,15518,3,Jalwau Dinka,,Jalwau Dinka,7034,,,,Thiyic Dinka,,Thiyic Dinka,1138,,,,0,2017-12-17,2,2017-12-17,2,0,,,2018,66,44,66,South Sudan,626,4,19.1
14309,15523,1,IS,,Jama’at Al-Tawhid wa Al-Jihad,234,,,,"Southern Front, Tahrir al-Sham",,,7036,"6333, 6815",,,0,2017-08-04,1,2017-08-28,1,0,,,2017,105,105,105,Syria,652,2,19.1
14309,15523,1,IS,,Jama’at Al-Tawhid wa Al-Jihad,234,,,,"Southern Front, Tahrir al-Sham",,,7036,"6333, 6815",,,0,2017-08-04,1,2017-08-28,1,0,,,2018,106,106,106,Syria,652,2,19.1
14313,15529,1,"Ahrar al-Sham, FSA, Jaysh al-Islam, Tahrir al-Sham",,,7042,"5554, 6377, 1130, 6815",,,IS,,al-Dawla al-Islamiyya,234,,,,0,2017-01-29,1,2017-03-24,1,1,2017-11-02,,2017,56,54,56,Syria,652,2,19.1
